date,home_team,away_team,home_score,away_score,tournament,country,neutral
1997-03-16,2.8,0.4,2,0,World Cup qualifier,Malaysia,True
1997-03-16,0.8,0.4,2,0,World Cup qualifier,Malaysia,False
1997-03-16,2.0,1.2,2,1,COSAFA Cup,Namibia,False
1997-03-16,1.4,0.6,3,0,World Cup qualifier,United States,False
1997-03-16,2.8,0.6,0,0,World Cup qualifier,Costa Rica,False
1997-03-16,2.6,1.4,7,1,CONCACAF Ch & Car Cup q,Martinique,False
1997-03-18,3.4,0.6,3,1,World Cup qualifier,Malaysia,True
1997-03-18,0.4,0.2,0,0,World Cup qualifier,Malaysia,False
1997-03-18,2.6,1.0,3,1,Friendly,Kuwait,False
1997-03-18,0.8,0.6,0,2,Friendly,Austria,False
1997-03-19,1.2,0.4,2,1,Friendly,United Arab Emirates,False
1997-03-19,0.4,1.6,1,4,Friendly,Malta,False
1997-03-20,0.8,0.4,2,0,World Cup qualifier,Malaysia,False
1997-03-20,2.8,0.8,4,1,World Cup qualifier,Malaysia,True
1997-03-22,1.4,0.4,3,0,Friendly,Azerbaijan,False
1997-03-23,0.4,0.6,0,1,World Cup qualifier,Oman,False
1997-03-23,1.6,0.6,1,1,World Cup qualifier,Oman,True
1997-03-23,3.0,1.2,3,2,World Cup qualifier,Costa Rica,False
1997-03-23,1.8,0.4,6,0,Friendly,Bolivia,False
1997-03-23,1.2,0.75,1,1,N Am Ch & UNCAF Cup q,Panama,False
1997-03-23,1.8,0.6,1,0,Friendly,Ukraine,False
1997-03-25,3.6,0.4,10,0,World Cup qualifier,Oman,True
1997-03-25,0.4,0.4,1,0,World Cup qualifier,Oman,False
1997-03-25,1.2,0.4,0,0,Friendly,Guatemala,False
1997-03-27,4.6,0.2,6,0,World Cup qualifier,Oman,True
1997-03-27,1.2,0.4,4,0,World Cup qualifier,Oman,False
1997-03-27,0.8,0.2,0,0,World Cup qualifier,Saudi Arabia,True
1997-03-27,2.8,0.4,3,0,World Cup qualifier,Saudi Arabia,False
1997-03-29,1.0,0.2,2,1,World Cup qualifier,Saudi Arabia,True
1997-03-29,3.2,0.2,3,0,World Cup qualifier,Saudi Arabia,False
1997-03-29,1.0,1.4,1,4,Friendly,United Arab Emirates,False
1997-03-29,1.0,0.6,3,2,Friendly,Tanzania,False
1997-03-29,1.4,0.8,2,1,Friendly,Sierra Leone,False
1997-03-29,1.0,0.6,2,0,Friendly,England,False
1997-03-29,2.0,1.6,2,0,World Cup qualifier,Scotland,False
1997-03-29,1.6,1.6,1,2,World Cup qualifier,Wales,False
1997-03-29,1.2,0.8,0,0,World Cup qualifier,Northern Ireland,False
1997-03-29,3.0,0.0,4,0,World Cup qualifier,Netherlands,False
1997-03-29,2.0,0.4,3,0,World Cup qualifier,Italy,False
1997-03-29,1.2,1.8,1,1,World Cup qualifier,Cyprus,False
1997-03-29,2.0,0.8,1,1,World Cup qualifier,Croatia,False
1997-03-29,3.4,0.4,8,0,World Cup qualifier,Romania,False
1997-03-29,2.0,0.2,1,0,World Cup qualifier,Spain,True
1997-03-30,3.0,1.0,3,2,World Cup qualifier,Hong Kong,False
1997-03-30,1.2,0.6,2,1,Friendly,Gabon,False
1997-03-30,1.4,1.0,1,2,Friendly,Mozambique,False
1997-03-30,0.3333333333333333,0.8,0,1,N Am Ch & UNCAF Cup q,Belize,False
1997-03-30,2.2,0.4,7,0,Friendly,Georgia,False
1997-03-31,3.6,0.2,6,0,World Cup qualifier,Saudi Arabia,False
1997-03-31,1.0,0.4,1,0,World Cup qualifier,Saudi Arabia,True
1997-03-31,0.4,0.8,0,3,World Cup qualifier,Luxembourg,False
1997-03-31,0.4,1.2,0,2,World Cup qualifier,Malta,False
1997-04-02,1.0,2.0,1,3,Friendly,Hungary,False
1997-04-02,2.4,0.2,3,0,Friendly,Trinidad and Tobago,False
1997-04-02,0.8,1.2,1,1,CONCACAF Ch & Car Cup q,Trinidad and Tobago,True
1997-04-02,2.0,0.4,6,1,CONCACAF Ch & Car Cup q,Dominica,False
1997-04-02,2.2,0.4,3,0,CONCACAF Ch & Car Cup q,Dominica,True
1997-04-02,1.2,1.0,3,1,World Cup qualifier,Uruguay,False
1997-04-02,2.2,1.4,2,1,World Cup qualifier,Bolivia,False
1997-04-02,2.8,0.8,4,0,Friendly,Brazil,False
1997-04-02,1.8,1.4,2,1,World Cup qualifier,Paraguay,False
1997-04-02,2.8,0.4,1,1,World Cup qualifier,Peru,False
1997-04-02,1.4,1.6,2,0,World Cup qualifier,Scotland,False
1997-04-02,2.2,1.4,2,1,World Cup qualifier,Ukraine,False
1997-04-02,1.8,0.8,1,0,Friendly,France,False
1997-04-02,1.4,0.8,1,0,Friendly,Switzerland,False
1997-04-02,2.8,1.4,1,0,World Cup qualifier,Turkey,False
1997-04-02,1.6,0.6,3,2,World Cup qualifier,Spain,True
1997-04-02,1.2,1.0,0,0,World Cup qualifier,Poland,False
1997-04-02,1.0,1.0,1,2,World Cup qualifier,Azerbaijan,False
1997-04-02,1.6,1.8,0,1,World Cup qualifier,Lithuania,False
1997-04-02,2.0,0.8,4,1,World Cup qualifier,Bulgaria,False
1997-04-02,1.4,1.8,3,2,World Cup qualifier,Macedonia,False
1997-04-02,2.0,1.6,0,1,World Cup qualifier,Bosnia and Herzegovina,False
1997-04-02,2.0,1.2,3,3,World Cup qualifier,Croatia,False
1997-04-02,2.2,2.8,1,2,World Cup qualifier,Czechia,False
1997-04-04,1.0,1.0,0,0,Friendly,Lebanon,False
1997-04-04,2.6,0.4,5,1,CONCACAF Ch & Car Cup q,Trinidad and Tobago,True
1997-04-04,0.8,0.4,0,1,Friendly,Trinidad and Tobago,False
1997-04-04,2.0,0.6,1,0,CONCACAF Ch & Car Cup q,Dominica,False
1997-04-04,5.0,0.6,4,1,CONCACAF Ch & Car Cup q,Dominica,True
1997-04-05,1.2,0.6,1,1,World Cup qualifier,Sierra Leone,False
1997-04-05,1.8,1.4,2,1,World Cup qualifier,Nigeria,False
1997-04-06,2.4,0.2,8,0,World Cup qualifier,Indonesia,False
1997-04-06,1.4,0.8,0,1,Nehru Gold Cup,India,False
1997-04-06,2.4,0.2,1,0,World Cup qualifier,Ghana,True
1997-04-06,1.4,1.0,2,0,World Cup qualifier,Congo,False
1997-04-06,1.2,1.2,4,3,World Cup qualifier,Kenya,False
1997-04-06,1.6,0.8,1,0,World Cup qualifier,Cameroon,False
1997-04-06,3.0,0.6,3,1,World Cup qualifier,Angola,False
1997-04-06,1.0,1.0,1,2,World Cup qualifier,Namibia,False
1997-04-06,1.2,1.4,0,4,World Cup qualifier,Gabon,False
1997-04-06,1.6,0.6,0,0,World Cup qualifier,Canada,False
1997-04-06,0.8,0.4,2,0,CONCACAF Ch & Car Cup q,Trinidad and Tobago,True
1997-04-06,1.2,1.6,2,3,Friendly,Trinidad and Tobago,False
1997-04-06,2.4,0.2,5,0,CONCACAF Ch & Car Cup q,Dominica,False
1997-04-06,2.6,0.6,3,2,CONCACAF Ch & Car Cup q,Dominica,True
1997-04-08,1.0,0.6,0,0,World Cup qualifier,Bahrain,True
1997-04-09,1.6,1.6,2,2,World Cup qualifier,Zimbabwe,True
1997-04-10,1.0,0.6,1,1,Nehru Gold Cup,India,False
1997-04-11,1.8,1.2,0,2,Friendly,Kuwait,False
1997-04-11,1.0,1.0,1,2,World Cup qualifier,Bahrain,False
1997-04-12,1.2,1.6,2,2,COSAFA Cup,Malawi,False
1997-04-13,2.0,0.2,0,0,World Cup qualifier,Indonesia,False
1997-04-13,0.8,0.6,1,1,World Cup qualifier,Lebanon,False
1997-04-13,1.4,0.4,1,1,Friendly,United States,True
1997-04-13,3.2,0.2,6,0,World Cup qualifier,Mexico,False
1997-04-14,1.0,0.0,1,0,World Cup qualifier,Bahrain,False
1997-04-16,1.2,0.4,1,1,N Am Ch q & UNCAF Cup,Guatemala,False
1997-04-16,3.8,0.8,5,0,N Am Ch q & UNCAF Cup,Guatemala,True
1997-04-17,2.0,1.2,3,1,Friendly,Thailand,False
1997-04-18,3.6,0.4,5,1,N Am Ch q & UNCAF Cup,Guatemala,True
1997-04-18,4.0,0.4,3,0,N Am Ch q & UNCAF Cup,Guatemala,True
1997-04-19,2.6,0.4,5,1,Friendly,Iraq,False
1997-04-19,1.6,1.0,4,1,World Cup qualifier,United Arab Emirates,True
1997-04-19,1.6,1.6,4,0,COSAFA Cup,Zambia,False
1997-04-20,2.0,0.4,0,1,World Cup qualifier,Cambodia,False
1997-04-20,1.8,0.6,2,0,Friendly,Cameroon,False
1997-04-20,1.4,1.0,2,2,World Cup qualifier,United States,False
1997-04-20,1.2,0.6,2,0,N Am Ch q & UNCAF Cup,Guatemala,True
1997-04-20,2.0,0.6,6,1,N Am Ch q & UNCAF Cup,Guatemala,False
1997-04-21,3.2,1.0,5,0,Friendly,China,False
1997-04-21,2.6,0.4,3,0,Friendly,Iran,False
1997-04-22,1.4,0.8,3,0,World Cup qualifier,United Arab Emirates,False
1997-04-23,2.6,2.0,0,2,Friendly,China,False
1997-04-23,3.4,1.6,4,0,N Am Ch q & UNCAF Cup,Guatemala,True
1997-04-23,1.8,0.2,1,0,N Am Ch q & UNCAF Cup,Guatemala,False
1997-04-25,1.0,0.4,2,0,Friendly,Turkmenistan,False
1997-04-25,2.6,0.2,1,0,N Am Ch q & UNCAF Cup,Guatemala,True
1997-04-25,1.8,0.8,1,0,N Am Ch q & UNCAF Cup,Guatemala,False
1997-04-26,1.4,1.0,0,1,World Cup qualifier,Singapore,False
1997-04-26,1.6,0.0,2,0,World Cup qualifier,United Arab Emirates,False
1997-04-26,1.2,0.8,2,3,World Cup qualifier,Namibia,False
1997-04-26,0.8,1.6,0,1,World Cup qualifier,Sierra Leone,False
1997-04-27,2.2,0.8,0,0,Friendly,China,False
1997-04-27,1.8,0.6,1,1,World Cup qualifier,Cambodia,False
1997-04-27,0.8,0.2,2,0,Friendly,Lebanon,False
1997-04-27,1.2,0.8,2,1,World Cup qualifier,Togo,True
1997-04-27,1.4,1.4,1,0,World Cup qualifier,Kenya,False
1997-04-27,2.0,0.6,0,0,World Cup qualifier,Zimbabwe,False
1997-04-27,2.2,0.4,3,0,World Cup qualifier,Zambia,False
1997-04-27,1.2,1.4,1,2,World Cup qualifier,Burkina Faso,False
1997-04-27,2.0,0.8,3,0,World Cup qualifier,Ghana,False
1997-04-27,1.8,0.6,2,0,World Cup qualifier,Cameroon,False
1997-04-27,1.2,0.4,2,0,World Cup qualifier,Tunisia,False
1997-04-27,1.0,0.2,0,0,World Cup qualifier,Canada,False
1997-04-27,2.0,0.6,1,1,N Am Ch q & UNCAF Cup,Guatemala,False
1997-04-27,0.6,0.6,0,0,N Am Ch q & UNCAF Cup,Guatemala,True
1997-04-27,2.6,1.0,1,2,CONCACAF Ch & Car Cup q,Dominica,False
1997-04-28,1.2,1.6,2,1,Friendly,Bermuda,False
1997-04-29,4.2,0.8,6,0,World Cup qualifier,Chile,False
1997-04-29,3.2,1.0,3,1,Friendly,Slovakia,False
1997-04-30,1.4,0.4,1,1,Friendly,Syria,False
1997-04-30,3.0,0.6,4,0,Friendly,United States,True
1997-04-30,2.0,1.0,3,1,World Cup qualifier,Paraguay,False
1997-04-30,1.8,0.6,2,1,World Cup qualifier,Argentina,False
1997-04-30,1.4,0.6,0,1,World Cup qualifier,Colombia,False
1997-04-30,1.6,0.6,2,1,World Cup qualifier,Sweden,False
1997-04-30,1.4,0.8,2,0,World Cup qualifier,England,False
1997-04-30,0.2,1.2,0,0,World Cup qualifier,Armenia,False
1997-04-30,1.0,1.6,2,0,World Cup qualifier,Austria,False
1997-04-30,1.0,1.4,1,0,World Cup qualifier,Switzerland,False
1997-04-30,2.4,2.0,1,3,World Cup qualifier,Turkey,False
1997-04-30,0.2,2.6,0,6,World Cup qualifier,San Marino,False
1997-04-30,2.0,1.0,2,0,World Cup qualifier,Germany,False
1997-04-30,2.6,1.2,1,1,World Cup qualifier,Norway,False
1997-04-30,2.2,1.2,3,0,World Cup qualifier,Italy,False
1997-04-30,2.4,0.0,3,0,World Cup qualifier,Russia,False
1997-04-30,2.2,1.0,4,0,World Cup qualifier,Denmark,False
1997-04-30,2.2,2.0,1,1,World Cup qualifier,Yugoslavia,False
1997-04-30,3.0,1.6,1,0,World Cup qualifier,Romania,False
1997-04-30,0.8,0.2,2,0,World Cup qualifier,Latvia,False
1997-04-30,0.2,0.6,0,2,World Cup qualifier,Liechtenstein,False
1997-04-30,1.4,1.2,0,1,World Cup qualifier,Greece,False
1997-04-30,0.8,0.8,2,0,World Cup qualifier,Israel,False
1997-04-30,0.4,1.0,1,2,World Cup qualifier,Malta,False
1997-05-01,1.2,0.2,1,1,Friendly,Trinidad and Tobago,False
1997-05-01,3.6,0.4,5,1,Friendly,Fiji,False
1997-05-04,0.8,1.8,1,4,World Cup qualifier,Turkmenistan,False
1997-05-04,2.75,0.4,4,0,World Cup qualifier,Tajikistan,False
1997-05-04,1.0,0.8,2,1,World Cup qualifier,El Salvador,False
1997-05-04,1.4,1.4,0,6,CONCACAF Ch & Car Cup q,Aruba,False
1997-05-04,3.8,0.8,7,0,CONCACAF Ch & Car Cup q,Martinique,False
1997-05-07,1.4,0.4,1,1,World Cup qualifier,Ukraine,False
1997-05-08,1.8,0.4,2,0,World Cup qualifier,Kuwait,False
1997-05-08,1.8,1.0,4,1,Friendly,Ivory Coast,False
1997-05-09,1.4,0.8,0,1,World Cup qualifier,Yemen,False
1997-05-11,2.2,2.0,0,1,World Cup qualifier,Tajikistan,False
1997-05-11,1.0,0.2,2,1,World Cup qualifier,Turkmenistan,False
1997-05-11,0.8,0.4,3,0,World Cup qualifier,Kazakhstan,False
1997-05-11,3.2,1.6,3,1,World Cup qualifier,Costa Rica,False
1997-05-16,2.2,0.0,7,0,World Cup qualifier,Yemen,False
1997-05-18,1.0,0.0,1,0,World Cup qualifier,Jamaica,False
1997-05-18,1.4,1.2,1,3,World Cup qualifier,Estonia,False
1997-05-21,4.4,1.8,1,1,Friendly,Japan,False
1997-05-21,1.8,0.4,0,0,Friendly,Thailand,False
1997-05-21,2.6,0.4,5,0,World Cup qualifier,Ireland,False
1997-05-22,1.0,1.6,2,2,Friendly,Sweden,False
1997-05-23,1.0,1.6,2,6,World Cup qualifier,Pakistan,False
1997-05-24,1.4,0.6,1,2,World Cup qualifier,Singapore,False
1997-05-24,1.6,1.0,2,1,Friendly,England,False
1997-05-25,2.2,2.6,1,3,World Cup qualifier,Vietnam,False
1997-05-25,3.8,0.0,6,0,World Cup qualifier,Uzbekistan,False
1997-05-25,1.2,0.8,1,2,World Cup qualifier,Turkmenistan,False
1997-05-27,1.8,1.4,2,1,Friendly,Kuwait,False
1997-05-27,1.2,1.4,0,1,Friendly,Scotland,False
1997-05-28,3.2,0.8,4,0,World Cup qualifier,South Korea,False
1997-05-28,1.0,1.0,0,2,Friendly,El Salvador,False
1997-05-30,2.4,1.8,4,2,Friendly,Norway,False
1997-05-31,1.0,0.4,0,0,COSAFA Cup,Tanzania,False
1997-05-31,3.8,0.4,4,0,African Nations Cup qualifier,Morocco,False
1997-05-31,0.8,0.8,0,1,Friendly,Tunisia,False
1997-05-31,1.2,1.6,2,0,Friendly,Burkina Faso,False
1997-05-31,2.8,0.4,1,0,World Cup qualifier,Papua New Guinea,False
1997-05-31,1.2,2.0,0,2,World Cup qualifier,Poland,False
1997-06-01,1.8,0.4,1,0,World Cup qualifier,China,False
1997-06-01,2.2,0.6,1,1,World Cup qualifier,Indonesia,False
1997-06-01,2.4,0.8,0,0,World Cup qualifier,South Korea,False
1997-06-01,2.2,1.4,0,4,World Cup qualifier,Vietnam,False
1997-06-01,2.2,0.8,3,0,Friendly,Zambia,False
1997-06-01,0.8,0.8,1,0,World Cup qualifier,Canada,False
1997-06-01,0.8,1.2,2,3,Friendly,Malta,False
1997-06-02,5.4,0.8,17,0,World Cup qualifier,Syria,True
1997-06-03,2.0,2.0,1,1,Friendly tournament,France,False
1997-06-04,5.6,0.0,7,0,World Cup qualifier,Syria,True
1997-06-04,3.6,0.6,12,0,World Cup qualifier,Syria,False
1997-06-04,1.0,2.4,0,2,Friendly tournament,South Africa,False
1997-06-04,1.8,1.2,0,0,Friendly,Togo,False
1997-06-04,1.0,1.0,0,0,Friendly,United States,False
1997-06-04,1.6,1.0,2,0,Friendly tournament,France,True
1997-06-04,1.4,0.0,1,0,Friendly,Estonia,False
1997-06-05,2.2,0.4,4,0,World Cup qualifier,Kuwait,False
1997-06-06,3.4,0.8,0,1,World Cup qualifier,Syria,False
1997-06-06,2.0,0.6,3,0,World Cup qualifier,Syria,True
1997-06-06,2.4,0.6,1,2,World Cup qualifier,Iraq,False
1997-06-06,0.6,0.0,0,0,Friendly,Palestine,False
1997-06-06,0.4,0.8,0,0,Friendly,Senegal,False
1997-06-07,1.8,0.4,3,0,World Cup qualifier,Nigeria,False
1997-06-07,2.6,0.4,1,0,World Cup qualifier,Morocco,False
1997-06-07,2.8,0.4,0,1,World Cup qualifier,Fiji,False
1997-06-07,1.6,2.2,0,1,Friendly tournament,France,False
1997-06-07,1.6,0.0,6,0,World Cup qualifier,Belgium,False
1997-06-07,1.0,1.6,0,0,World Cup qualifier,Ukraine,False
1997-06-07,1.2,0.6,2,0,World Cup qualifier,Portugal,False
1997-06-07,1.4,0.4,1,0,World Cup qualifier,Macedonia,False
1997-06-07,2.6,0.2,2,0,World Cup qualifier,Georgia,False
1997-06-08,4.4,1.4,4,3,Friendly tournament,Japan,False
1997-06-08,1.2,1.4,0,0,World Cup qualifier,China,False
1997-06-08,1.6,1.2,0,4,World Cup qualifier,Vietnam,False
1997-06-08,2.2,1.0,0,0,World Cup qualifier,Egypt,False
1997-06-08,1.2,1.0,3,0,World Cup qualifier,South Africa,False
1997-06-08,1.8,1.0,2,1,World Cup qualifier,Togo,False
1997-06-08,1.2,1.4,1,0,World Cup qualifier,Congo,False
1997-06-08,2.4,0.2,1,1,World Cup qualifier,Angola,False
1997-06-08,1.6,1.2,3,1,World Cup qualifier,Guinea,False
1997-06-08,2.0,0.6,1,2,World Cup qualifier,Liberia,False
1997-06-08,0.8,0.6,0,1,World Cup qualifier,El Salvador,False
1997-06-08,1.4,1.4,1,1,World Cup qualifier,Uruguay,False
1997-06-08,1.6,0.6,2,0,World Cup qualifier,Argentina,False
1997-06-08,1.6,0.8,1,1,World Cup qualifier,Ecuador,False
1997-06-08,3.2,1.0,3,3,Friendly tournament,France,True
1997-06-08,1.0,0.6,1,1,World Cup qualifier,Venezuela,False
1997-06-08,1.2,1.4,0,1,World Cup qualifier,Belarus,False
1997-06-08,1.0,1.8,1,3,World Cup qualifier,Latvia,False
1997-06-08,1.2,1.0,1,1,World Cup qualifier,Hungary,False
1997-06-08,1.2,1.4,2,3,World Cup qualifier,Estonia,False
1997-06-08,1.8,0.0,3,0,World Cup qualifier,Finland,False
1997-06-08,2.0,0.0,4,0,World Cup qualifier,Bulgaria,False
1997-06-08,2.4,0.6,2,0,World Cup qualifier,Russia,False
1997-06-08,2.4,0.6,2,0,World Cup qualifier,Denmark,False
1997-06-08,2.6,0.4,1,0,World Cup qualifier,Spain,False
1997-06-08,2.0,1.0,2,0,World Cup qualifier,Yugoslavia,False
1997-06-08,1.6,0.4,2,1,World Cup qualifier,Faroe Islands,False
1997-06-09,6.2,0.2,3,1,World Cup qualifier,Iran,False
1997-06-09,5.4,0.2,12,0,World Cup qualifier,Iran,True
1997-06-10,3.2,1.6,1,0,Friendly tournament,France,True
1997-06-11,4.4,1.8,13,0,World Cup qualifier,Australia,False
1997-06-11,7.8,0.0,9,0,World Cup qualifier,Iran,False
1997-06-11,2.2,0.6,2,1,World Cup qualifier,Iran,True
1997-06-11,0.8,2.0,0,7,World Cup qualifier,Pakistan,False
1997-06-11,1.4,0.8,0,0,Copa America,Bolivia,True
1997-06-11,2.0,0.6,1,0,Copa America,Bolivia,True
1997-06-11,2.8,0.4,7,0,World Cup qualifier,New Zealand,False
1997-06-11,1.2,1.2,2,2,Friendly tournament,France,False
1997-06-11,1.0,0.6,0,0,World Cup qualifier,Iceland,False
1997-06-12,2.2,1.0,3,1,Korea Cup,South Korea,False
1997-06-12,1.4,0.4,3,1,Korea Cup,South Korea,True
1997-06-12,2.4,0.8,1,0,Copa America,Bolivia,True
1997-06-12,2.0,0.6,1,0,Copa America,Bolivia,False
1997-06-12,1.4,0.4,1,1,Friendly tournament,Japan,True
1997-06-13,4.4,1.6,5,0,World Cup qualifier,Australia,False
1997-06-13,2.2,0.4,1,1,World Cup qualifier,Yemen,False
1997-06-13,7.6,0.8,2,2,World Cup qualifier,Iran,False
1997-06-13,3.0,0.0,6,0,World Cup qualifier,Iran,True
1997-06-13,3.4,0.6,5,0,Copa America,Bolivia,True
1997-06-13,3.0,1.2,2,1,Copa America,Bolivia,True
1997-06-14,2.6,0.4,3,0,Korea Cup,South Korea,False
1997-06-14,2.0,1.2,0,0,Korea Cup,South Korea,True
1997-06-14,1.6,0.4,2,0,Copa America,Bolivia,True
1997-06-14,1.6,0.6,2,0,Copa America,Bolivia,True
1997-06-14,1.8,1.0,4,1,World Cup qualifier,Poland,False
1997-06-15,4.4,0.4,1,0,Friendly tournament,Japan,False
1997-06-15,1.8,0.6,3,0,COSAFA Cup,Mozambique,False
1997-06-15,1.6,0.6,2,0,Copa America,Bolivia,True
1997-06-15,2.4,0.4,2,0,Copa America,Bolivia,False
1997-06-15,2.4,0.6,3,1,World Cup qualifier,Fiji,False
1997-06-15,6.0,1.8,4,1,World Cup qualifier,Australia,True
1997-06-16,2.2,1.4,1,1,Korea Cup,South Korea,False
1997-06-16,2.2,0.4,2,0,Korea Cup,South Korea,True
1997-06-16,1.4,0.6,4,1,Copa America,Bolivia,True
1997-06-16,3.2,1.0,3,2,Copa America,Bolivia,True
1997-06-17,5.4,2.0,6,2,World Cup qualifier,Australia,False
1997-06-17,1.4,0.8,2,1,Friendly,United States,False
1997-06-17,1.4,0.6,1,1,Copa America,Bolivia,True
1997-06-17,2.0,0.4,2,1,Copa America,Bolivia,True
1997-06-18,2.4,0.2,1,0,Copa America,Bolivia,False
1997-06-18,2.0,0.2,2,0,Copa America,Bolivia,True
1997-06-18,3.4,0.6,5,0,World Cup qualifier,New Zealand,False
1997-06-19,5.4,0.4,2,0,World Cup qualifier,Australia,False
1997-06-19,2.8,1.2,1,1,Copa America,Bolivia,True
1997-06-19,2.8,1.0,2,0,Copa America,Bolivia,True
1997-06-20,3.6,0.4,3,0,World Cup qualifier,Uzbekistan,False
1997-06-20,2.8,0.2,6,1,World Cup qualifier,Iraq,False
1997-06-21,2.0,1.0,1,0,African Nations Cup qualifier,Morocco,False
1997-06-21,1.2,0.8,0,1,African Nations Cup qualifier,Kenya,False
1997-06-21,1.6,0.6,3,2,African Nations Cup qualifier,Malawi,False
1997-06-21,1.4,0.6,1,1,Friendly,Antigua and Barbuda,False
1997-06-21,1.6,1.6,2,1,Copa America,Bolivia,True
1997-06-21,1.6,0.8,2,1,Copa America,Bolivia,False
1997-06-21,2.6,0.8,0,1,World Cup qualifier,Papua New Guinea,False
1997-06-21,3.0,0.4,1,1,World Cup qualifier,Australia,True
1997-06-22,4.4,0.4,10,0,World Cup qualifier,Japan,False
1997-06-22,1.0,0.2,4,0,World Cup qualifier,China,False
1997-06-22,0.8,1.2,1,3,World Cup qualifier,Lebanon,False
1997-06-22,2.4,0.2,6,0,World Cup qualifier,Japan,True
1997-06-22,2.8,1.0,5,0,World Cup qualifier,Tajikistan,False
1997-06-22,1.2,0.6,1,0,African Nations Cup qualifier,Tanzania,False
1997-06-22,2.0,1.4,2,2,African Nations Cup qualifier,Mozambique,False
1997-06-22,0.8,0.4,3,0,African Nations Cup qualifier,Senegal,False
1997-06-22,2.0,0.8,2,1,African Nations Cup qualifier,Liberia,False
1997-06-22,2.0,0.2,1,0,African Nations Cup qualifier,Angola,False
1997-06-22,1.4,0.2,3,1,African Nations Cup qualifier,Mali,False
1997-06-22,2.2,0.6,2,2,African Nations Cup qualifier,Cameroon,False
1997-06-22,2.0,0.6,2,1,African Nations Cup qualifier,Ivory Coast,False
1997-06-22,2.0,1.0,1,1,Copa America,Bolivia,True
1997-06-22,1.2,0.4,1,0,Friendly,Antigua and Barbuda,False
1997-06-22,2.6,0.6,2,0,Copa America,Bolivia,True
1997-06-22,2.0,1.0,4,1,Friendly,Estonia,False
1997-06-25,3.8,0.2,3,0,World Cup qualifier,Japan,False
1997-06-25,2.6,0.2,2,0,World Cup qualifier,Japan,True
1997-06-25,1.8,1.2,3,1,Copa America,Bolivia,False
1997-06-25,1.6,1.0,4,1,Friendly,Latvia,False
1997-06-26,3.8,0.4,7,0,Copa America,Bolivia,True
1997-06-28,3.8,0.8,1,1,World Cup qualifier,Japan,False
1997-06-28,2.4,2.6,0,3,World Cup qualifier,New Zealand,False
1997-06-28,2.0,0.2,2,1,World Cup qualifier,Japan,True
1997-06-28,1.8,0.6,0,0,Friendly,DR Congo,False
1997-06-28,2.0,1.4,4,1,COSAFA Cup,Namibia,False
1997-06-28,3.2,0.2,1,0,Copa America,Bolivia,True
1997-06-29,1.2,1.4,1,4,World Cup qualifier,Cambodia,False
1997-06-29,1.4,1.8,3,1,World Cup qualifier,Kazakhstan,False
1997-06-29,0.6,1.0,1,1,World Cup qualifier,El Salvador,False
1997-06-29,1.6,0.2,3,0,Friendly,Jamaica,False
1997-06-29,1.8,2.0,1,3,Copa America,Bolivia,False
1997-07-01,3.0,0.8,3,2,Friendly,Grenada,False
1997-07-02,0.8,0.6,1,1,Friendly,Barbados,False
1997-07-02,2.5,1.2,5,1,Island Games,United Kingdom,True
1997-07-04,2.0,1.8,1,1,CONCACAF Ch q & Car Cup,Antigua and Barbuda,True
1997-07-04,3.6,0.8,2,1,CONCACAF Ch q & Car Cup,Saint Kitts and Nevis,True
1997-07-05,1.4,1.4,2,2,COSAFA Cup,Tanzania,False
1997-07-05,0.8,1.2,1,0,Friendly,Tunisia,False
1997-07-05,4.2,0.8,4,1,World Cup qualifier,Chile,False
1997-07-06,5.6,0.4,2,0,World Cup qualifier,Australia,False
1997-07-06,1.4,0.0,0,0,Friendly,Malawi,False
1997-07-06,2.6,0.8,2,0,CONCACAF Ch q & Car Cup,Saint Kitts and Nevis,False
1997-07-06,1.0,1.8,1,3,CONCACAF Ch q & Car Cup,Antigua and Barbuda,False
1997-07-06,1.8,1.0,1,2,World Cup qualifier,Paraguay,False
1997-07-06,1.6,0.4,2,1,World Cup qualifier,Peru,False
1997-07-06,0.8,1.0,1,1,World Cup qualifier,Venezuela,False
1997-07-08,0.8,2.2,0,2,CONCACAF Ch q & Car Cup,Antigua and Barbuda,False
1997-07-08,2.0,1.4,0,3,CONCACAF Ch q & Car Cup,Saint Kitts and Nevis,False
1997-07-09,1.6,1.4,2,1,Baltic Cup,Lithuania,False
1997-07-10,1.6,1.4,1,1,CONCACAF Ch q & Car Cup,Antigua and Barbuda,True
1997-07-10,1.4,1.8,2,1,CONCACAF Ch q & Car Cup,Saint Kitts and Nevis,False
1997-07-10,2.0,0.4,2,1,Baltic Cup,Lithuania,True
1997-07-11,2.0,0.6,1,0,African Nations Cup qualifier,Algeria,False
1997-07-11,1.4,1.0,1,0,Baltic Cup,Lithuania,False
1997-07-12,2.6,1.2,3,1,African Nations Cup qualifier,Zambia,False
1997-07-12,1.8,0.4,0,1,African Nations Cup qualifier,Namibia,False
1997-07-13,1.0,0.2,1,1,Pan Arab Games,Lebanon,False
1997-07-13,1.2,0.8,2,0,African Nations Cup qualifier,Egypt,False
1997-07-13,1.0,0.2,1,0,African Nations Cup qualifier,Gabon,False
1997-07-13,1.6,0.8,1,1,African Nations Cup qualifier,DR Congo,False
1997-07-13,2.0,0.8,2,1,African Nations Cup qualifier,Ghana,False
