date,home_team,away_team,home_score,away_score,tournament,country,neutral
1872-11-30,0.0,0.0,0,0,Friendly,Scotland,False
1873-03-08,4.0,2.0,4,2,Friendly,England,False
1874-03-07,1.0,0.5,2,1,Friendly,Scotland,False
1875-03-06,3.0,2.0,2,2,Friendly,England,False
1876-03-04,1.6666666666666667,0.3333333333333333,3,0,Friendly,Scotland,False
1876-03-25,2.25,0.0,4,0,Friendly,Scotland,False
1877-03-03,2.3333333333333335,2.3333333333333335,1,3,Friendly,England,False
1877-03-05,0.0,2.25,0,2,Friendly,Wales,False
1878-03-02,3.2,0.75,7,2,Friendly,Scotland,False
1878-03-23,5.0,0.0,9,0,Friendly,Scotland,False
1879-01-18,2.25,0.3333333333333333,2,1,Friendly,England,False
1879-04-05,2.8,2.6,5,4,Friendly,England,False
1879-04-07,0.0,2.8,0,3,Friendly,Wales,False
1880-03-13,5.6,1.4,5,4,Friendly,Scotland,False
1880-03-15,0.6666666666666666,2.0,2,3,Friendly,Wales,False
1880-03-27,6.0,0.5,5,1,Friendly,Scotland,False
1881-02-26,2.0,0.6,0,1,Friendly,England,False
1881-03-12,1.8,3.6,1,6,Friendly,England,False
1881-03-14,0.75,4.0,1,5,Friendly,Wales,False
1882-02-18,0.0,4.4,0,13,Friendly,Ireland,False
1882-02-25,2.0,1.0,7,1,Friendly,Wales,False
1882-03-11,6.2,4.6,5,1,Friendly,Scotland,False
1882-03-13,3.0,4.8,5,3,Friendly,Wales,False
1882-03-25,5.8,0.6,5,0,Friendly,Scotland,False
1883-02-03,2.6,0.6,5,0,Friendly,England,False
1883-02-24,3.6,0.5,7,0,Friendly,England,False
1883-03-10,3.0,4.2,2,3,Friendly,England,False
1883-03-12,3.0,4.0,0,3,Friendly,Wales,False
1883-03-17,0.5,0.6,1,1,Friendly,Ireland,False
1884-01-26,0.3333333333333333,4.4,0,5,British Championship,Ireland,False
1884-02-09,3.8,0.3333333333333333,6,0,British Championship,Wales,False
1884-02-23,0.5,5.6,1,8,British Championship,Ireland,False
1884-03-15,4.2,5.0,1,0,British Championship,Scotland,False
1884-03-17,3.6,3.2,0,4,British Championship,Wales,False
1884-03-29,4.0,0.6,4,1,British Championship,Scotland,False
1885-02-28,3.8,0.25,4,0,British Championship,England,False
1885-03-14,4.6,0.6,8,2,British Championship,Scotland,False
1885-03-14,3.8,0.6,1,1,British Championship,England,False
1885-03-21,3.0,3.4,1,1,British Championship,England,False
1885-03-23,2.4,4.0,1,8,British Championship,Wales,False
1885-04-11,0.8,2.2,2,8,British Championship,Ireland,False
1886-02-27,2.4,0.4,5,0,British Championship,Wales,False
1886-03-13,1.0,4.2,1,6,British Championship,Ireland,False
1886-03-20,1.2,4.8,2,7,British Championship,Ireland,False
1886-03-27,3.8,3.8,1,1,British Championship,Scotland,False
1886-03-29,2.6,2.8,1,3,British Championship,Wales,False
1886-04-10,3.6,2.4,4,1,British Championship,Scotland,False
1887-02-05,3.0,0.4,7,0,British Championship,England,False
1887-02-19,4.2,0.6,4,1,British Championship,Scotland,False
1887-02-26,3.4,2.2,4,0,British Championship,England,False
1887-03-12,2.0,2.2,4,1,British Championship,Ireland,False
1887-03-19,3.0,4.8,2,3,British Championship,England,False
1887-03-21,1.4,4.2,0,2,British Championship,Wales,False
1888-02-04,3.8,2.2,5,1,British Championship,England,False
1888-03-03,3.6,0.6,11,0,British Championship,Wales,False
1888-03-10,4.4,0.8,5,1,British Championship,Scotland,False
1888-03-17,2.8,3.8,0,5,British Championship,Scotland,False
1888-03-24,2.2,6.0,2,10,British Championship,Ireland,False
1888-04-07,2.0,4.0,1,5,British Championship,Ireland,False
1889-02-23,4.4,0.8,4,1,British Championship,England,False
1889-03-02,4.2,0.4,6,1,British Championship,England,False
1889-03-09,4.0,0.4,7,0,British Championship,Scotland,False
1889-04-13,3.8,5.0,2,3,British Championship,England,False
1889-04-15,3.4,3.6,0,0,British Championship,Wales,False
1889-04-27,2.0,1.4,1,3,British Championship,Ireland,False
1890-02-08,3.4,0.8,5,2,British Championship,England,True
1890-03-15,1.8,4.6,1,9,British Championship,Ireland,False
1890-03-15,3.4,5.0,1,3,British Championship,Wales,False
1890-03-22,4.2,1.2,5,0,British Championship,Scotland,False
1890-03-29,1.2,3.8,1,4,British Championship,Ireland,False
1890-04-05,3.6,4.6,1,1,British Championship,Scotland,False
1891-02-07,2.2,1.4,7,2,British Championship,Ireland,False
1891-03-07,4.2,1.4,4,1,British Championship,England,False
1891-03-07,4.4,0.8,6,1,British Championship,England,False
1891-03-21,4.0,4.2,3,4,British Championship,Wales,False
1891-03-28,3.0,1.0,2,1,British Championship,Scotland,False
1891-04-04,4.0,2.4,2,1,British Championship,England,False
1892-02-27,2.0,1.0,1,1,British Championship,Wales,False
1892-03-05,2.0,4.0,0,2,British Championship,Ireland,False
1892-03-05,2.0,3.4,0,2,British Championship,Wales,False
1892-03-19,2.2,2.4,2,3,British Championship,Ireland,False
1892-03-26,4.2,1.4,6,1,British Championship,Scotland,False
1892-04-02,3.0,2.4,1,4,British Championship,Scotland,False
1893-02-25,4.0,1.2,6,1,British Championship,England,False
1893-03-13,4.8,0.8,6,0,British Championship,England,False
1893-03-18,1.0,4.0,0,8,British Championship,Wales,False
1893-03-25,3.2,1.0,6,1,British Championship,Scotland,False
1893-04-01,5.0,3.6,5,2,British Championship,England,False
1893-04-08,2.8,1.4,4,3,British Championship,Ireland,False
1894-02-24,1.6,1.0,4,1,British Championship,Wales,False
1894-03-03,3.0,2.2,2,2,British Championship,Ireland,False
1894-03-12,1.2,3.0,1,5,British Championship,Wales,False
1894-03-24,4.0,1.4,5,2,British Championship,Scotland,False
1894-03-31,1.8,3.2,1,2,British Championship,Ireland,False
1894-04-07,4.0,3.0,2,2,British Championship,Scotland,False
1895-03-09,5.6,0.8,9,0,British Championship,England,False
1895-03-16,2.2,1.6,2,2,British Championship,Ireland,False
1895-03-18,5.4,1.6,1,1,British Championship,England,False
1895-03-23,1.4,3.4,2,2,British Championship,Wales,False
1895-03-30,3.4,0.8,3,1,British Championship,Scotland,False
1895-04-06,4.8,2.8,3,0,British Championship,England,False
1896-02-29,2.6,0.8,6,1,British Championship,Wales,False
1896-03-07,1.8,3.0,0,2,British Championship,Ireland,False
1896-03-16,2.8,4.0,1,9,British Championship,Wales,False
1896-03-21,4.0,1.6,4,0,British Championship,Scotland,False
1896-03-28,1.6,1.8,3,3,British Championship,Ireland,False
1896-04-04,3.2,3.8,2,1,British Championship,Scotland,False
1897-02-20,4.8,0.6,6,0,British Championship,England,False
1897-03-06,2.0,1.6,4,3,British Championship,Ireland,False
1897-03-20,2.4,1.8,2,2,British Championship,Wales,False
1897-03-27,3.2,0.6,5,1,British Championship,Scotland,False
1897-03-29,4.6,1.2,4,0,British Championship,England,False
1897-04-03,3.0,1.8,1,2,British Championship,England,False
1898-02-19,2.2,0.8,0,1,British Championship,Wales,False
1898-03-05,2.2,3.4,2,3,British Championship,Ireland,False
1898-03-19,3.8,1.2,5,2,British Championship,Scotland,False
1898-03-26,1.8,2.0,0,3,British Championship,Ireland,False
1898-03-28,1.8,3.6,0,3,British Championship,Wales,False
1898-04-02,3.4,3.8,1,3,British Championship,Scotland,False
1899-02-18,5.4,1.0,13,2,British Championship,England,False
1899-03-04,2.0,1.0,1,0,British Championship,Ireland,False
1899-03-18,0.6,3.2,0,6,British Championship,Wales,False
1899-03-20,5.6,1.0,4,0,British Championship,England,False
1899-03-25,4.4,1.0,9,1,British Championship,Scotland,False
1899-04-08,4.8,2.8,2,1,British Championship,England,False
1900-02-03,5.0,0.8,5,2,British Championship,Scotland,False
1900-02-24,0.8,1.0,2,0,British Championship,Wales,False
1900-03-03,1.4,3.0,0,3,British Championship,Ireland,False
1900-03-17,0.6,2.4,0,2,British Championship,Ireland,False
1900-03-26,0.6,2.4,1,1,British Championship,Wales,False
1900-04-07,4.8,2.0,4,1,British Championship,Scotland,False
1901-02-23,6.0,0.8,11,0,British Championship,Scotland,False
1901-03-02,0.8,2.8,1,1,British Championship,Wales,False
1901-03-09,4.6,0.6,3,0,British Championship,England,False
1901-03-18,5.6,0.8,6,0,British Championship,England,False
1901-03-23,0.2,0.6,0,1,British Championship,Ireland,False
1901-03-30,3.4,2.6,2,2,British Championship,England,False
1902-02-22,0.8,0.8,0,3,British Championship,Wales,False
1902-03-01,0.4,2.4,1,5,British Championship,Ireland,False
1902-03-03,0.8,1.4,0,0,British Championship,Wales,False
1902-03-15,6.8,0.8,5,1,British Championship,Scotland,False
1902-03-22,0.2,1.0,0,1,British Championship,Ireland,False
1902-04-05,5.2,0.8,1,1,British Championship,Scotland,False
1902-05-03,3.0,2.6,2,2,British Championship,England,False
1902-07-20,0.0,6.0,0,6,Friendly,Uruguay,False
1902-08-09,0.2,2.6,0,3,Friendly,Ireland,False
1902-10-12,5.0,0.0,5,0,Friendly,Austria,False
1903-02-14,3.4,0.6,4,0,British Championship,England,False
1903-03-02,3.2,1.0,2,1,British Championship,England,False
1903-03-09,0.4,2.6,0,1,British Championship,Wales,False
1903-03-21,4.2,1.0,0,2,British Championship,Scotland,False
1903-03-28,0.6,0.6,2,0,British Championship,Ireland,False
1903-04-04,2.2,2.6,1,2,British Championship,England,False
1903-04-05,2.0,1.0,2,1,Friendly,Hungary,False
1903-06-11,2.5,2.0,3,2,Friendly,Hungary,False
1903-09-13,2.0,3.0,2,3,Friendly,Argentina,False
1903-10-11,4.5,1.0,4,2,Friendly,Austria,False
1904-02-29,0.6,1.0,2,2,British Championship,Wales,False
1904-03-12,3.6,0.8,1,1,British Championship,Scotland,False
1904-03-12,0.8,1.4,1,3,British Championship,Ireland,False
1904-03-21,0.4,1.2,0,1,British Championship,Wales,False
1904-03-26,0.8,1.8,1,1,British Championship,Ireland,False
1904-04-09,1.4,1.6,0,1,British Championship,Scotland,False
1904-05-01,3.0,3.0,3,3,Friendly,Belgium,False
1904-06-02,2.6666666666666665,1.0,3,0,Friendly,Hungary,False
1904-10-09,4.666666666666667,2.0,5,4,Friendly,Austria,False
1905-02-12,1.0,0.0,1,0,Friendly,France,False
1905-02-25,2.0,1.4,1,1,British Championship,England,False
1905-03-06,1.0,1.6,3,1,British Championship,Wales,False
1905-03-18,1.2,0.8,4,0,British Championship,Scotland,False
1905-03-27,2.2,0.8,3,1,British Championship,England,False
1905-04-01,1.6,1.0,1,0,British Championship,England,False
1905-04-08,1.2,1.0,2,2,British Championship,Ireland,False
1905-04-09,2.0,0.6666666666666666,0,0,Friendly,Hungary,False
1905-04-30,2.0,4.0,1,4,Friendly,Belgium,False
1905-05-07,3.6666666666666665,1.5,7,0,Friendly,Belgium,False
1905-05-14,4.0,0.0,4,0,Friendly,Netherlands,False
1905-07-21,1.0,4.0,1,4,Friendly,British Guiana,False
1905-08-15,1.0,1.5,0,0,Lipton Cup,Argentina,False
1906-02-17,1.2,2.4,0,5,British Championship,Ireland,False
1906-03-03,1.0,1.2,0,2,British Championship,Scotland,False
1906-03-17,0.8,1.0,0,1,British Championship,Ireland,False
1906-03-19,1.0,2.4,0,1,British Championship,Wales,False
1906-04-01,1.8,1.0,1,1,Friendly,Hungary,False
1906-04-02,1.8,1.6,4,4,British Championship,Wales,False
1906-04-07,1.4,2.2,2,1,British Championship,Scotland,False
1906-04-22,0.5,2.5,0,5,Friendly,France,False
1906-04-29,4.0,2.0,5,0,Friendly,Belgium,False
1906-05-13,3.0,2.6666666666666665,2,3,Friendly,Netherlands,False
1906-07-09,0.6666666666666666,1.0,0,1,Friendly,Argentina,False
1906-08-15,0.0,4.0,0,2,Lipton Cup,Uruguay,False
1906-10-07,4.0,2.5,4,4,Friendly,Bohemia,False
1906-10-21,1.0,1.3333333333333333,2,1,Newton Cup,Argentina,False
1906-11-01,0.3333333333333333,4.6,0,15,Friendly,France,False
1906-11-04,2.0,0.75,3,1,Friendly,Hungary,False
1907-02-16,1.4,1.2,1,0,British Championship,England,False
1907-02-23,1.0,1.8,2,3,British Championship,Ireland,False
1907-03-04,1.6,0.6,1,0,British Championship,Wales,False
1907-03-16,1.8,1.0,3,0,British Championship,Scotland,False
1907-03-18,1.4,1.8,1,1,British Championship,England,False
1907-04-01,2.3333333333333335,6.0,1,8,Friendly,Netherlands,False
1907-04-06,1.4,0.6,1,1,British Championship,England,False
1907-04-07,2.4,1.3333333333333333,5,2,Friendly,Hungary,False
1907-04-14,3.4,2.3333333333333335,1,3,Friendly,Belgium,False
1907-04-21,3.0,1.6666666666666667,1,2,Friendly,Belgium,False
1907-05-05,4.25,2.2,3,1,Friendly,Austria,False
1907-05-09,2.0,2.5,1,2,Friendly,Netherlands,False
1907-08-15,1.2,1.25,2,1,Lipton Cup,Argentina,False
1907-10-06,0.3333333333333333,3.3333333333333335,1,2,Newton Cup,Uruguay,False
1907-10-06,4.5,2.8,5,3,Friendly,Bohemia,False
1907-11-03,2.6,0.8,4,1,Friendly,Hungary,False
1907-12-21,3.2,2.25,12,2,Friendly,England,False
1908-02-15,1.0,5.6,1,3,British Championship,Ireland,False
1908-03-07,2.2,1.8,2,1,British Championship,Scotland,False
1908-03-08,1.0,1.75,1,2,Friendly,Switzerland,False
1908-03-14,0.6,1.4,0,5,British Championship,Ireland,False
1908-03-16,1.8,6.8,1,7,British Championship,Wales,False
1908-03-23,5.4,1.4,12,0,Friendly,England,False
1908-03-29,3.0,2.6,1,4,Friendly,Belgium,False
1908-04-04,1.6,6.8,1,1,British Championship,Scotland,False
1908-04-05,3.6,1.5,5,2,Friendly,Hungary,False
1908-04-05,3.0,3.0,5,3,Friendly,Switzerland,False
1908-04-11,1.2,1.0,0,1,British Championship,Wales,False
1908-04-12,0.5,2.4,1,2,Friendly,France,False
1908-04-18,2.0,5.4,2,8,Friendly,Belgium,False
1908-04-20,1.0,4.8,1,5,Friendly,Germany,False
1908-04-26,2.2,2.6,3,1,Friendly,Netherlands,False
1908-05-03,4.2,2.4,4,0,Friendly,Austria,False
1908-05-10,2.2,1.0,4,1,Friendly,Netherlands,False
1908-06-06,3.4,5.4,1,6,Friendly,Austria,False
1908-06-07,3.2,2.5,3,2,Friendly,Austria,False
1908-06-08,2.4,6.2,1,11,Friendly,Austria,False
1908-06-10,3.4,7.4,0,7,Friendly,Hungary,False
1908-06-13,3.0,6.6,0,4,Friendly,Bohemia,False
1908-07-12,11.0,3.0,11,3,Friendly,Sweden,False
1908-08-15,0.75,3.0,2,2,Lipton Cup,Uruguay,False
1908-09-08,6.0,6.8,1,6,Friendly,Sweden,False
1908-09-13,1.2,1.2,2,1,Newton Cup,Argentina,False
1908-10-04,1.2,0.8,0,1,Copa Premio Honor Argentino,Argentina,False
1908-10-19,9.0,1.0,9,0,Olympic Games,England,True
1908-10-20,7.6,1.0,12,1,Olympic Games,England,False
1908-10-22,8.2,1.8,4,0,Olympic Games,England,False
1908-10-22,13.0,0.8,17,1,Olympic Games,England,True
1908-10-23,2.2,0.5,2,0,Olympic Games,England,True
1908-10-24,8.4,0.0,2,0,Olympic Games,England,False
1908-10-25,3.0,1.3333333333333333,5,3,Friendly,Netherlands,False
1908-10-26,1.4,1.25,2,1,Friendly,Belgium,False
1908-11-01,3.8,1.0,5,3,Friendly,Hungary,False
1909-02-13,6.8,1.0,4,0,British Championship,England,False
1909-03-01,1.8,1.8,3,2,British Championship,Wales,False
1909-03-13,6.2,1.6666666666666667,9,0,Friendly,England,False
1909-03-15,2.6,0.2,5,0,British Championship,Scotland,False
1909-03-15,4.2,1.4,2,0,British Championship,England,False
1909-03-20,1.0,1.6,2,3,British Championship,Ireland,False
1909-03-21,1.4,2.6,1,4,Friendly,Belgium,False
1909-04-03,3.8,1.6,2,0,British Championship,England,False
1909-04-04,3.4,2.0,3,3,Friendly,Hungary,False
1909-04-04,1.0,0.0,1,0,Friendly,Germany,False
1909-04-12,2.8,6.4,0,4,Friendly,Netherlands,False
1909-04-19,5.6,2.0,11,2,Friendly,England,False
1909-04-25,3.0,1.6,4,1,Friendly,Netherlands,False
1909-05-02,2.4,2.4,3,4,Friendly,Austria,False
1909-05-09,2.2,0.8,5,2,Friendly,Belgium,False
1909-05-20,2.0,6.0,0,9,Friendly,Switzerland,False
1909-05-22,0.4,6.8,0,11,Friendly,France,False
1909-05-29,3.0,6.8,2,4,Friendly,Hungary,False
1909-05-30,2.2,1.2,1,1,Friendly,Hungary,False
1909-05-31,2.6,7.2,2,8,Friendly,Hungary,False
1909-06-01,1.8,8.0,1,8,Friendly,Austria,False
1909-08-15,1.6,1.0,2,1,Lipton Cup,Argentina,False
1909-09-19,1.0,2.8,2,2,Newton Cup,Uruguay,False
1909-10-10,1.8,1.0,3,1,Copa Premio Honor Argentino,Argentina,False
1909-11-06,6.2,1.0,7,0,Friendly,England,False
1909-11-07,2.0,1.6,2,2,Friendly,Hungary,False
1909-12-11,6.2,2.2,9,1,Friendly,England,False
1910-02-12,1.2,6.4,1,1,British Championship,Ireland,False
1910-03-05,2.4,1.0,1,0,British Championship,Scotland,False
1910-03-13,2.6,2.2,3,2,Friendly,Belgium,False
1910-03-14,1.0,4.4,0,1,British Championship,Wales,False
1910-03-19,1.0,1.6,1,0,British Championship,Ireland,False
1910-03-26,2.6,4.0,2,2,Friendly,Belgium,False
1910-04-02,2.2,2.4,2,0,British Championship,Scotland,False
1910-04-03,0.2,2.0,0,4,Friendly,France,False
1910-04-03,2.0,2.2,2,3,Friendly,Switzerland,False
1910-04-09,7.0,0.3333333333333333,6,1,Friendly,England,False
1910-04-10,3.6,1.6,7,0,Friendly,Netherlands,False
1910-04-11,1.6,0.4,4,1,British Championship,Wales,False
1910-04-16,8.6,1.0,10,1,Friendly,England,False
1910-04-24,4.0,2.0,4,2,Friendly,Netherlands,False
1910-05-01,2.0,1.8,2,1,Friendly,Austria,False
1910-05-05,9.333333333333334,1.0,2,1,Friendly,Denmark,False
1910-05-15,6.0,1.2,6,2,Friendly,Italy,False
1910-05-16,0.6666666666666666,2.0,0,3,Friendly,Germany,False
1910-05-26,2.6,1.0,6,1,Friendly,Hungary,False
1910-05-27,2.0,1.0,3,1,Friendly,Argentina,False
1910-05-29,1.6,0.5,3,0,Copa Cent Rev Mayo,Argentina,True
1910-06-05,2.6,0.6666666666666666,5,1,Copa Cent Rev Mayo,Argentina,False
1910-06-12,3.4,1.0,4,1,Copa Cent Rev Mayo,Argentina,False
1910-06-29,0.0,1.4,0,3,Friendly,South Africa,False
1910-07-23,1.0,2.4,2,6,Friendly,South Africa,False
1910-07-30,1.6666666666666667,3.2,3,6,Friendly,South Africa,False
1910-08-15,2.2,1.8,3,1,Lipton Cup,Uruguay,False
1910-09-11,0.0,2.0,0,3,Friendly,Chile,False
1910-09-11,0.0,1.6,0,4,Friendly,Norway,False
1910-10-16,0.75,1.8,1,2,Friendly,Germany,False
1910-11-06,2.8,1.4,3,0,Friendly,Hungary,False
1910-11-13,3.2,1.0,1,1,Copa Premio Honor Argentino,Argentina,False
1910-11-27,3.0,2.0,2,6,Copa Premio Honor Argentino,Argentina,False
1911-01-01,0.2,2.2,0,3,Friendly,France,False
1911-01-06,3.0,1.8,0,1,Friendly,Italy,False
1911-01-08,2.0,1.8,2,0,Friendly,Switzerland,False
1911-01-28,1.0,1.2,1,2,British Championship,Ireland,False
1911-02-11,6.8,0.6,2,1,British Championship,England,False
1911-03-04,6.2,1.6,4,0,Friendly,England,False
1911-03-06,1.8,1.8,2,2,British Championship,Wales,False
1911-03-13,5.0,1.0,3,0,British Championship,England,False
1911-03-18,2.2,0.4,2,0,British Championship,Scotland,False
1911-03-19,2.4,2.8,1,5,Friendly,Belgium,False
1911-03-23,0.2,3.8,0,3,Friendly,France,False
1911-03-26,1.8,0.75,6,2,Friendly,Germany,False
1911-04-01,4.0,1.0,1,1,British Championship,England,False
1911-04-02,3.6,1.6,3,1,Friendly,Netherlands,False
1911-04-09,0.4,1.5,2,2,Friendly,France,False
1911-04-14,2.0,4.0,2,2,Friendly,Germany,False
1911-04-17,3.6,3.6,0,1,Friendly,Netherlands,False
1911-04-23,2.6,1.8,2,1,Friendly,Belgium,False
1911-04-23,2.8,1.6,5,2,Friendly,Switzerland,False
1911-04-30,2.2,2.0,1,2,Friendly,Uruguay,False
1911-04-30,3.0,1.6,7,1,Friendly,Belgium,False
1911-05-07,2.0,1.2,3,1,Friendly,Austria,False
1911-05-07,2.6666666666666665,1.0,2,2,Friendly,Italy,False
1911-05-21,2.4,1.0,3,0,Friendly,Switzerland,False
1911-05-25,2.6,3.2,1,4,Friendly,Switzerland,False
1911-06-18,4.666666666666667,2.6,2,4,Friendly,Sweden,False
1911-08-15,2.4,2.2,0,2,Lipton Cup,Argentina,False
1911-09-10,2.0,1.6,1,2,Friendly,Germany,False
1911-09-17,2.2,2.2,2,3,Newton Cup,Uruguay,False
1911-09-17,4.5,2.0,4,1,Friendly,Sweden,False
1911-10-08,2.0,2.0,1,1,Copa Premio Honor Uruguayo,Uruguay,False
1911-10-21,2.6,0.0,3,0,Friendly,England,False
1911-10-22,1.8,2.0,2,0,Copa Premio Honor Argentino,Argentina,False
1911-10-22,2.0,2.6,2,5,Friendly,Finland,False
1911-10-29,2.0,1.8,3,0,Copa Premio Honor Uruguayo,Uruguay,False
1911-10-29,4.4,1.0,9,0,Friendly,Hungary,False
1911-10-29,1.0,2.0,1,4,Friendly,Luxembourg,False
1911-10-29,2.2,2.6,1,3,Friendly,Germany,False
1911-11-05,4.4,1.0,2,0,Friendly,Hungary,False
1911-12-17,2.2,1.8,1,4,Friendly,Germany,False
1912-01-28,0.6,1.0,1,1,Friendly,France,False
1912-02-10,1.2,3.2,1,6,British Championship,Ireland,False
1912-02-18,1.4,1.2,4,1,Friendly,France,False
1912-02-20,4.2,1.4,9,2,Friendly,Belgium,False
1912-02-25,1.4,1.8,2,0,Friendly,Argentina,False
1912-03-02,2.2,1.0,1,0,British Championship,Scotland,False
1912-03-10,4.0,2.4,1,2,Friendly,Belgium,False
1912-03-11,1.8,3.0,0,2,British Championship,Wales,False
1912-03-16,1.0,1.4,1,4,British Championship,Ireland,False
1912-03-16,3.0,2.2,4,0,Friendly,England,False
1912-03-17,2.75,2.6,3,4,Friendly,Italy,False
1912-03-23,1.4,2.8,1,1,British Championship,Scotland,False
1912-03-24,3.8,3.0,5,5,Friendly,Netherlands,False
1912-04-08,4.0,3.0,1,2,Friendly,Belgium,False
1912-04-13,1.6,1.0,2,3,British Championship,Wales,False
1912-04-14,4.8,3.2,4,4,Friendly,Hungary,False
1912-04-28,3.2,1.6,4,3,Friendly,Netherlands,False
1912-05-05,2.0,1.4,1,1,Friendly,Austria,False
1912-05-05,2.4,3.2,1,2,Friendly,Switzerland,False
1912-06-16,0.5,2.8,1,2,Friendly,Norway,False
1912-06-20,4.0,1.6,2,2,Friendly,Sweden,False
1912-06-23,0.3333333333333333,2.8,0,6,Friendly,Norway,False
1912-06-27,3.2,1.0,7,1,Friendly,Sweden,False
1912-06-29,2.4,3.2,5,1,Olympic Games,Sweden,True
1912-06-29,3.6,2.6,3,4,Olympic Games,Sweden,False
1912-06-29,2.5,1.25,3,2,Olympic Games,Sweden,True
1912-06-30,3.6,2.6,7,0,Olympic Games,Sweden,True
1912-06-30,3.0,1.0,3,1,Olympic Games,Sweden,True
1912-06-30,8.75,1.3333333333333333,7,0,Olympic Games,Sweden,True
1912-06-30,2.3333333333333335,1.0,2,1,Olympic Games,Sweden,True
1912-07-01,2.4,1.0,1,0,Olympic Games,Sweden,True
1912-07-01,4.2,0.5,16,0,Olympic Games,Sweden,True
1912-07-01,3.2,1.2,0,1,Olympic Games,Sweden,False
1912-07-02,3.8,0.5,4,0,Olympic Games,Sweden,True
1912-07-02,7.8,2.4,4,1,Olympic Games,Sweden,True
1912-07-03,3.0,1.2,5,1,Olympic Games,Sweden,True
1912-07-03,4.2,2.6,3,1,Olympic Games,Sweden,True
1912-07-04,4.4,0.6666666666666666,4,2,Olympic Games,Sweden,True
1912-07-04,4.2,0.3333333333333333,9,0,Olympic Games,Sweden,True
1912-07-05,4.2,0.6,3,0,Olympic Games,Sweden,True
1912-07-05,0.75,0.6666666666666666,2,1,Friendly,Sweden,True
1912-07-12,0.0,3.6,0,9,Friendly,Russia,False
1912-07-14,0.0,5.8,0,12,Friendly,Russia,False
1912-08-15,1.8,1.2,2,0,Lipton Cup,Uruguay,False
1912-08-25,2.2,0.8,3,0,Copa Premio Honor Uruguayo,Uruguay,False
1912-09-22,1.2,1.8,0,1,Copa Premio Honor Argentino,Argentina,False
1912-10-06,1.4,1.2,3,3,Newton Cup,Argentina,False
1912-10-06,6.6,1.8,3,1,Friendly,Denmark,False
1912-11-03,3.2,0.6,4,0,Friendly,Hungary,False
1912-11-03,3.2,1.2,4,2,Friendly,Sweden,False
1912-11-09,4.6,1.0,4,0,Friendly,England,False
1912-11-17,4.2,2.0,2,3,Friendly,Germany,False
1912-12-01,2.0,0.8,1,3,Montevideo Cup,Uruguay,False
1912-12-22,2.4,0.8,1,3,Friendly,Italy,False
1913-01-12,1.6,0.8,1,0,Friendly,France,False
1913-01-18,0.8,0.6,0,1,British Championship,Ireland,False
1913-02-04,2.0,1.0,2,1,Far Eastern Games,Philippines,False
1913-02-15,1.0,2.4,2,1,British Championship,Ireland,False
1913-02-16,4.2,2.2,3,0,Friendly,Belgium,False
1913-02-27,1.8,2.0,1,4,Friendly,France,False
1913-03-03,1.6,1.4,0,0,British Championship,Wales,False
1913-03-09,3.4,2.2,3,3,Friendly,Belgium,False
1913-03-09,2.2,2.6,1,4,Friendly,Switzerland,False
1913-03-15,1.0,1.8,1,2,British Championship,Ireland,False
1913-03-17,4.6,1.2,4,3,British Championship,England,False
1913-03-21,4.0,2.2,0,3,Friendly,Germany,False
1913-03-24,4.6,2.2,2,1,Friendly,Netherlands,False
1913-04-05,3.4,1.4,1,0,British Championship,England,False
1913-04-20,4.0,1.8,2,4,Friendly,Netherlands,False
1913-04-20,3.0,0.0,8,0,Friendly,France,False
1913-04-27,1.4,0.8,0,0,Friendly,Argentina,False
1913-04-27,2.6,0.6,4,0,Friendly,Uruguay,False
1913-04-27,2.6,6.2,1,4,Friendly,Austria,False
1913-05-01,1.4,1.6,1,0,Friendly,Italy,False
1913-05-04,1.4,1.8,1,2,Friendly,Switzerland,False
1913-05-04,0.3333333333333333,3.6,1,4,Friendly,Russia,False
1913-05-18,3.2,2.8,2,0,Friendly,Hungary,False
1913-05-18,4.0,1.4,1,2,Friendly,Germany,False
1913-05-25,4.8,1.8,8,0,Friendly,Denmark,False
1913-06-08,4.6,0.6,9,0,Friendly,Sweden,False
1913-06-15,1.2,1.0,1,1,Friendly tournament,Argentina,False
1913-06-15,2.8,0.8,2,0,Friendly,Austria,False
1913-07-09,1.2,1.2,2,1,Friendly tournament,Argentina,False
1913-07-13,1.8,1.6,3,3,Friendly,Argentina,False
1913-07-13,3.0,1.4,5,4,Friendly,Uruguay,False
1913-08-15,2.0,1.0,4,0,Lipton Cup,Argentina,False
1913-08-31,2.4,1.0,2,0,Copa Premio Honor Argentino,Argentina,False
1913-09-14,0.5,0.6,1,1,Friendly,Russia,False
1913-09-21,0.0,1.8,0,2,Friendly,Chile,False
1913-09-28,3.0,0.8,4,0,Copa Circulo de la Prensa,Argentina,False
1913-10-05,2.8,1.8,1,0,Copa Premio Honor Uruguayo,Uruguay,False
1913-10-05,3.2,3.0,0,10,Friendly,Sweden,False
1913-10-26,2.4,1.2,1,0,Newton Cup,Uruguay,False
1913-10-26,3.2,1.4,4,3,Friendly,Hungary,False
1913-10-26,4.0,3.2,1,4,Friendly,Germany,False
1913-10-26,0.8,1.4,1,1,Friendly,Norway,False
1913-11-02,2.0,1.0,2,0,Friendly,Belgium,False
1913-11-15,3.0,2.4,2,1,Friendly,England,False
